intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5
3775000,0.00924318514038623,0.9992059290629963,0.00924318514038623,0.026121515951466903,26.589668874172187,26.0,10.886085621345092,"AE017180.2 Geobacter sulfurreducens PCA, complete genome",outputs/scaled_1000/refs/22.sig,d912c0d77ba5f8a7f45a01de0ce478e4
3655000,0.008949362036585874,0.99972647702407,0.008949362036585874,0.011995609286909887,12.611491108071135,12.0,8.3376146892759,"CP000568.1 Clostridium thermocellum ATCC 27405, complete genome",outputs/scaled_1000/refs/15.sig,f16ed0263d531574f7b8c00b25abb975
3127000,0.007656540379864303,0.9609591146633877,0.0076540918539993,0.006308917582005779,7.755278310940499,6.0,9.102982783458417,"NZ_CP015081.1 Deinococcus radiodurans R1 chromosome 1, complete sequence",outputs/scaled_1000/refs/16.sig,782ec0d7017df4830e1fd7cbe7fbca37
2963000,0.007254982138003815,0.9993254637436763,0.007254982138003815,0.010830269480276142,14.04556193047587,13.0,9.691997337978778,"CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome",outputs/scaled_1000/refs/36.sig,9b9d2415557f08b37f99abd7b8acc396
2912000,0.007130107318888663,0.9872939560439561,0.007039511861883553,0.011644810256239434,15.564173913043478,14.0,14.733633926000959,"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",outputs/scaled_1000/refs/11.sig,9902df09c49eae79932ef40dccd508d7
2865000,0.007015026603233524,0.9982578397212544,0.007015026603233524,0.011993527393552793,16.086212914485166,15.0,10.856572556862321,"NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence",outputs/scaled_1000/refs/61.sig,112f1147a84d405033898f45cd1ef747
2848000,0.006973401663528472,1.0,0.006973401663528472,0.016308511612801144,22.004213483146067,21.0,7.877707075248083,"AE017226.1 Treponema denticola ATCC 35405, complete genome",outputs/scaled_1000/refs/56.sig,16fb896404e24616e97adafab029a609
2778000,0.006802004852978265,0.9974856321839081,0.006799556327113262,0.01006595438155276,13.928700036010083,12.0,21.61337262770304,"NZ_FWDH01000003.1 Caldicellulosiruptor bescii strain MACB1021, whole genome shotgun sequence",outputs/scaled_1000/refs/9.sig,ee3dae19cbfe2e33299ef8e45c983f17
2751000,0.006735894654623184,0.7676174496644296,0.006721203499433166,0.006738568323576193,9.433151183970857,9.0,5.363303200228435,"NC_008751.1 Desulfovibrio vulgaris DP4, complete genome",outputs/scaled_1000/refs/17.sig,4f6060905463539fc92cb5ee67552db5
2727000,0.006677130033863113,0.9941648431801605,0.00667468150799811,0.0307893810947428,43.40168745414527,41.0,24.020619293107302,"AL954747.1 Nitrosomonas europaea ATCC 19718, complete genome",outputs/scaled_1000/refs/34.sig,d8ad9d2820efee039b6c50a767a603c8
2701000,0.006613468361373036,1.0,0.006613468361373036,0.00862554441511288,12.271380970011107,12.0,4.9474123749010355,"CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome",outputs/scaled_1000/refs/2.sig,f3a90d4e5528864a5bcc8434b0d0c3b1
2679000,0.0065596007923429695,1.0,0.0065596007923429695,0.024931453661217656,35.76073161627473,34.0,14.56275281935059,"BA000023.2 Sulfolobus tokodaii str. 7 DNA, complete genome",outputs/scaled_1000/refs/62.sig,15d80d7279c7fe46d00c230ba79b81f3
2713000,0.006642850671753071,0.9848875783265757,0.006542461111287949,0.012021893190543208,17.288922155688624,16.0,10.820406399328764,"CP001097.1 Chlorobium limicola DSM 245, complete genome",outputs/scaled_1000/refs/10.sig,289407dcc3b5ed86aac3e60ea778049e
2740000,0.006708960870108151,0.9489237504560379,0.006368615774872738,0.01109024591324334,16.384467512495196,16.0,13.698678749988565,"CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome",outputs/scaled_1000/refs/8.sig,8951157d23d89e5767ac5c7752d251d7
4972000,0.012174070600794791,0.46964490263459335,0.006023373627907318,0.002788696151828319,4.35609756097561,3.0,5.901152517189525,"NC_011663.1 Shewanella baltica OS223, complete genome",outputs/scaled_1000/refs/63.sig,38729c6374925585db28916b82a6f513
2247000,0.005501837618661685,0.9991107158737217,0.005501837618661685,0.018199651491052023,31.123720516243882,30.0,9.6877279049864,"AE009441.1 Pyrobaculum aerophilum str. IM2, complete genome",outputs/scaled_1000/refs/38.sig,4a154932a9c5ad4a44c2692edf8a6b34
2209000,0.005408793635791572,0.9990954319312528,0.005408793635791572,0.006282893915042096,10.929379809868719,10.0,7.5316439201869265,"CP000924.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome",outputs/scaled_1000/refs/50.sig,123f408fa4f07b259bd53f8497dd56d2
2169000,0.005310852601191453,0.9981558321807285,0.005301058497731441,0.010186183722924977,18.07944572748268,18.0,6.022909892459756,"AE006470.1 Chlorobium tepidum TLS, complete genome",outputs/scaled_1000/refs/13.sig,d49c2de1c1a924d92e841802e1c57c93
2171000,0.005315749652921459,0.9926369075011505,0.005281470290811417,0.010635091978048516,18.94622160407974,18.0,6.444577085350748,"CP000660.1 Pyrobaculum arsenaticum DSM 13514, complete genome",outputs/scaled_1000/refs/39.sig,299321db294df4cb4ec008e414d200ae
2139000,0.005237396825241363,0.998133457769482,0.005237396825241363,0.02358550960585595,42.37073398784479,42.0,11.102796651166638,"AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome",outputs/scaled_1000/refs/3.sig,cee0a3fb7b00990a22be02b2b0a78418
2112000,0.005171286626886283,0.9976336961665878,0.005161492523426271,0.00762831749706453,13.905597722960152,12.0,23.3305003312262,"AP009380.1 Porphyromonas gingivalis ATCC 33277 DNA, complete genome",outputs/scaled_1000/refs/37.sig,1471d6db344d5046899f85b521902fe7
2076000,0.005083139695746176,0.9956647398843931,0.00506110296296115,0.015493970836837853,28.804063860667636,28.0,9.095942035921135,"CP000607.1 Chlorobium phaeovibrioides DSM 265, complete genome",outputs/scaled_1000/refs/12.sig,33d6fc5ba0f518b036e13135976c5f43
2044000,0.005004786868066081,0.9401473296500921,0.004999889816336075,0.0024542920313449863,4.618511263467189,4.0,2.592067711628208,"NZ_KQ961402.1 Zymomonas mobilis strain ATCC 31823 Scaffold1, whole genome shotgun sequence",outputs/scaled_1000/refs/58.sig,49bb148c4be3bea086ac80b86471cbba
2024000,0.004955816350766021,0.9995061728395062,0.004955816350766021,0.008269800887719328,15.700592885375494,15.0,7.873899925941645,"BX571656.1 Wolinella succinogenes DSM 1740, complete genome",outputs/scaled_1000/refs/57.sig,eb0778b2d50402361622c2a5ce02a720
1997000,0.004889706152410941,0.6156693399136336,0.004887257626545938,0.00744745301166693,14.337675350701403,14.0,5.826069823301605,"NZ_KE136524.1 Enterococcus faecalis V583 acyDH-supercont2.1, whole genome shotgun sequence",outputs/scaled_1000/refs/19.sig,b6f8514330c2d92fe0ae9337e1111bb4
1985000,0.004860323842030906,0.9974811083123426,0.004848081212705891,0.013943480759141594,27.060606060606062,27.0,8.310293218055802,"CP000561.1 Pyrobaculum calidifontis JCM 11548, complete genome",outputs/scaled_1000/refs/40.sig,ad83523f64ee0e17faf8b825d5201533
3519000,0.008616362518945469,0.5545454545454546,0.004779522488485807,0.014729395501444835,28.99590163934426,28.0,10.046611838473115,"NZ_CH959311.1 Sulfitobacter sp. EE-36 scf_1099451318005, whole genome shotgun sequence",outputs/scaled_1000/refs/59.sig,272eda69da90813c8c2e841e0555e5b0
1938000,0.0047452431263757654,1.0,0.0047452431263757654,0.012684195514768952,25.15015479876161,24.0,7.739345849375368,"CP001230.1 Persephonella marina EX-H1, complete genome",outputs/scaled_1000/refs/54.sig,c3c880c49da784ff01dcea8381edfec6
1852000,0.00453466990198551,0.9983818770226537,0.004532221376120507,0.02437480742486447,50.60183684494868,42.0,30.61024882618279,"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",outputs/scaled_1000/refs/51.sig,1d815f5d470aaafbbca434a2c84f7dc1
1839000,0.004502839065740471,1.0,0.004502839065740471,0.008302850944763206,17.34910277324633,17.0,6.56244841589611,"CP001251.1 Dictyoglomus turgidum DSM 6724, complete genome",outputs/scaled_1000/refs/18.sig,85e27bbbee2de4bc1b92fdf87495eb2e
1837000,0.004497942014010465,0.9956639566395664,0.004497942014010465,0.014373651974051282,30.066956995100707,29.0,11.398668716009515,"AE009950.1 Pyrococcus furiosus DSM 3638, complete genome",outputs/scaled_1000/refs/41.sig,714aa2c36122b1f1c0e8400e4d236e3b
1778000,0.004353478987975289,0.999437570303712,0.004351030462110286,0.009849957945754186,21.299943725379855,20.0,12.04818524021987,"NC_010730.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome",outputs/scaled_1000/refs/48.sig,a30b11dbb40d8a88d56861b05c0a92a8
1770000,0.004333890781055266,1.0,0.004333890781055266,0.008765811980047134,19.030508474576273,18.0,9.086351363302313,"CP000609.1 Methanococcus maripaludis C5, complete genome",outputs/scaled_1000/refs/29.sig,b0fb8a0eaa59aac1c267e3fd2e1e1aa1
1747000,0.004277574686160197,0.9959954233409611,0.00426288353097018,0.02125482999258846,46.912693854106834,46.0,10.3715780905489,"BA000001.2 Pyrococcus horikoshii OT3 DNA, complete genome",outputs/scaled_1000/refs/42.sig,8acbe1802aebe9f0c23cc5428ac003ee
1680000,0.004113523453204998,0.9994047619047619,0.004111074927339995,0.009920221846556132,22.703990470518164,22.0,8.859901009529306,"NC_000909.1 Methanocaldococcus jannaschii DSM 2661, complete genome",outputs/scaled_1000/refs/28.sig,ca6869d4abc24811464383043b077800
1837000,0.004497942014010465,0.9101796407185628,0.004093935246284974,0.0416857506891067,95.80382775119617,93.0,25.785015393463386,"CP000969.1 Thermotoga sp. RQ2, complete genome",outputs/scaled_1000/refs/53.sig,411679f88e1e2e6c7c70fbdc45cb3116
1632000,0.0039959942116848555,0.9975535168195718,0.0039935456858198526,0.008998984036041737,21.201716738197426,21.0,7.188477529533045,"AE009439.1 Methanopyrus kandleri AV19, complete genome",outputs/scaled_1000/refs/31.sig,78e186071f95b5f58b294343ce2d7ff8
1596000,0.003907847280544748,0.9987476518472135,0.003905398754679745,0.013690010242915317,32.981818181818184,32.0,9.877572605724657,"CP001130.1 Hydrogenobaculum sp. Y04AAS1, complete genome",outputs/scaled_1000/refs/25.sig,2e5e6a3c3424fb639400d74abcbda1c6
1635000,0.004003339789279864,0.9253822629969419,0.003704619633749501,0.00584933962342713,14.855915399867813,14.0,5.067592664295041,"BX950229.1 Methanococcus maripaludis strain S2, complete sequence",outputs/scaled_1000/refs/30.sig,d45be194ffb4596d4fa8845dd89d8d8d
1476000,0.0036140241767443912,0.9986468200270636,0.0036140241767443912,0.010498467726489179,27.331978319783197,26.0,15.658519993593707,"CP001941.1 Aciduliprofundum boonei T469, complete genome",outputs/scaled_1000/refs/1.sig,c11126d0591db94cd3d1c8568499375f
1381000,0.0033814142195691082,0.7425955842757135,0.0033765171678391023,0.006317505392103795,17.604060913705585,17.0,7.024860921303508,"AE017221.1 Thermus thermophilus HB27, complete genome",outputs/scaled_1000/refs/55.sig,a2c6721597c59adcd6739c36964e90ca
1283000,0.003141458684798817,0.9992211838006231,0.003141458684798817,0.002788696151828319,8.352299298519096,8.0,3.573388339124323,"CP000816.1 Ignicoccus hospitalis KIN4/I, complete genome",outputs/scaled_1000/refs/26.sig,ed88074adf58a9cfce3a6e63ad414853
1525000,0.003734001944129537,0.724609375,0.002725209287748311,0.0019049324217416286,6.576819407008086,6.0,4.18611081509378,"NZ_ABZS01000228.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_18, whole genome shotgun sequence",outputs/scaled_1000/refs/49.sig,ea1af81ce1042a3aaa59f860b8a39573
1776000,0.004348581936245283,0.41305571187394485,0.0017972179849121835,0.005515195739613434,28.873297002724797,28.0,7.379662810028554,"CP000702.1 Thermotoga petrophila RKU-1, complete genome",outputs/scaled_1000/refs/52.sig,745322649f94665adf60b2ee985746ca
431000,0.0010553146478162823,1.0,0.0010553146478162823,0.012592331970387149,112.2691415313225,101.0,73.72971866448587,"NC_005213.1 Nanoarchaeum equitans Kin4-M chromosome, complete genome",outputs/scaled_1000/refs/33.sig,d9e98fc66928684bf96f0aaeb4adcb6e
268000,0.0006562049318207972,0.12412831241283125,0.0006537564059557943,0.00048664257222088056,7.00374531835206,6.0,4.3356359143243575,"AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome",outputs/scaled_1000/refs/20.sig,6bc96e59f0031a59f071c6cdd552c4d1
